[行政班]高一英语课时练（第1次）2026年3月16日高一年级（英语）小题得分明细,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
准考证号,自定义考号,班级,英语,校次,班次,客观分,主观分,单选题,其他,书面表达,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,26
82164394,7105100186,高一559班,85,289,5,47,38,47,33,5,3,3,3,3,3,3,0,0,3,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,18,15,5
82164398,7105100140,高一556班,85,289,14,53,32,53,28,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,12,4
82164703,7106101120,高一568班,85,289,12,52,33,52,30,3,3,3,3,3,0,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,14,3
82165047,7106101203,高一562班,85,289,24,53,32,53,29,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,15,3
82165714,7106101001,高一563班,85,289,14,55,30,55,27,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,12,15,3
82165750,7106100239,高一561班,85,289,23,51,34,51,30,4,3,3,3,3,3,3,3,3,3,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,18,12,4
82166205,7105100479,高一556班,85,289,14,50,35,50,30,5,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,14,16,5
82166217,7105100064,高一552班,85,289,37,51,34,51,31,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,16,15,3
82166597,7106101334,高一570班,85,289,6,51,34,51,31,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,15,3
82166602,7106100302,高一565班,85,289,21,47,38,47,35,3,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,0,0,2,2,2,2,2,2,18,17,3
82167450,7105100484,高一554班,85,289,13,50,35,50,31,4,0,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,18,13,4
82167483,7105100184,高一557班,85,289,17,49,36,49,32,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,0,2,2,0,2,2,2,16,16,4
82168056,7105100096,高一551班,85,289,33,44,41,44,36,5,3,3,3,3,3,3,3,0,3,0,2,2,2,2,0,2,2,0,0,2,2,2,2,0,18,18,5
82168073,7105100034,高一551班,85,289,33,47,38,47,33,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,0,2,2,2,18,15,5
82168077,7105100439,高一553班,85,289,10,51,34,51,30,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,14,4
82170538,7105100264,高一558班,85,289,5,49,36,49,32,4,3,0,3,0,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,18,14,4
82170540,7105100476,高一558班,85,289,5,47,38,47,34,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,0,2,2,20,14,4
82170543,7105100297,高一558班,85,289,5,49,36,49,34,2,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,0,0,2,2,2,18,16,2
82145521,7105100128,高一553班,84,345,16,51,33,51,29,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,16,13,4
82153607,7105100130,高一557班,84,345,18,47,37,47,33,4,0,3,3,3,3,3,3,0,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,18,15,4
82156623,7106101326,高一570班,84,345,8,57,27,57,24,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,3
82156630,7106100601,高一570班,84,345,8,49,35,49,31,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,0,2,2,2,2,2,2,2,16,15,4
82159529,7105100192,高一557班,84,345,18,46,38,46,33,5,0,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,0,2,2,0,2,2,18,15,5
82160221,7105100239,高一556班,84,345,18,54,30,54,26,4,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,10,4
82160234,7105100527,高一556班,84,345,18,53,31,53,27,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,11,4
82160237,7105100227,高一556班,84,345,18,52,32,52,28,4,0,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,16,12,4
82160251,7105100090,高一557班,84,345,18,44,40,44,36,4,3,3,3,3,3,3,0,0,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,20,16,4
82160263,7105100452,高一556班,84,345,18,51,33,51,28,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,16,12,5
82160771,7106100735,高一568班,84,345,16,52,32,52,28,4,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,14,14,4
82161081,7106100507,高一562班,84,345,29,46,38,46,34,4,3,3,3,3,3,3,3,0,3,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,18,16,4
82161145,7106101007,高一562班,84,345,29,55,29,55,26,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,16,10,3
82161526,7105100084,高一550班,84,345,30,51,33,51,29,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,13,4
82162573,7105100122,高一559班,84,345,6,49,35,49,30,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,14,16,5
82162601,7105100320,高一559班,84,345,6,46,38,46,33,5,0,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,18,15,5
82162603,7105100390,高一559班,84,345,6,49,35,49,31,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2,18,13,4
82162837,7105100355,高一553班,84,345,16,52,32,52,28,4,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,12,4
82162853,7105100445,高一553班,84,345,16,49,35,49,31,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,0,14,17,4
82164283,7106100214,高一566班,84,345,2,55,29,55,26,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,14,12,3
82164376,7105100035,高一551班,84,345,37,51,33,51,29,4,3,3,3,3,3,3,3,3,3,0,2,2,2,2,0,2,2,2,2,2,0,2,2,2,14,15,4
82164683,7106100316,高一568班,84,345,16,49,35,49,31,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,0,2,2,2,2,18,13,4
82164686,7106100223,高一568班,84,345,16,47,37,47,33,4,3,3,3,3,3,3,3,3,3,0,2,0,2,2,0,0,2,2,2,2,0,2,2,2,18,15,4
82165024,7106100940,高一564班,84,345,8,50,34,50,30,4,3,3,3,3,3,3,3,0,3,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,20,10,4
82165061,7106100614,高一564班,84,345,8,49,35,49,30,5,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,14,5
82165710,7106100236,高一570班,84,345,8,51,33,51,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,14,16,3
82165711,7106100824,高一570班,84,345,8,57,27,57,27,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,11,0
82165717,7106101113,高一569班,84,345,14,51,33,51,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,18,12,3
82165729,7106100814,高一565班,84,345,24,51,33,51,30,3,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,18,12,3
82165730,7106100317,高一563班,84,345,16,53,31,53,28,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,12,3
82165731,7106100314,高一564班,84,345,8,45,39,45,34,5,3,3,3,3,3,3,3,0,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,18,16,5
82165736,7106101012,高一563班,84,345,16,49,35,49,32,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,18,14,3
82166218,7105100352,高一553班,84,345,16,53,31,53,27,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,12,15,4
82166222,7105100421,高一556班,84,345,18,53,31,53,26,5,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,12,14,5
82166237,7105100092,高一556班,84,345,18,49,35,49,30,5,3,3,3,3,3,3,0,0,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,16,14,5
82166615,7106101101,高一565班,84,345,24,51,33,51,30,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,16,14,3
82167458,7105100125,高一554班,84,345,15,48,36,48,32,4,3,3,3,3,0,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,20,12,4
82167482,7105100243,高一557班,84,345,18,48,36,48,31,5,3,3,3,3,3,3,3,0,3,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,16,15,5
82167833,7106101017,高一563班,84,345,16,51,33,51,29,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,14,15,4
82167843,7106101318,高一565班,84,345,24,48,36,48,33,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,18,15,3
82168042,7105100306,高一553班,84,345,16,42,42,42,38,4,0,3,3,3,3,3,3,0,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,20,18,4
82168061,7105100215,高一551班,84,345,37,47,37,47,32,5,3,3,3,3,3,3,0,0,3,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,16,16,5
82168067,7105100174,高一554班,84,345,15,52,32,52,28,4,0,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,4
82170539,7105100380,高一553班,84,345,16,48,36,48,33,3,0,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,18,15,3
82478181,-,高一570班,84,345,8,51,33,51,30,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,16,14,3
82150397,7106100620,高一564班,83,390,11,52,31,52,27,4,3,3,3,3,0,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,9,4
82152692,7106100913,高一564班,83,390,11,53,30,53,26,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,14,12,4
82153670,7105100475,高一558班,83,390,8,53,30,53,27,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,11,3
82156557,7106101222,高一569班,83,390,15,48,35,48,32,3,3,3,3,3,3,3,3,0,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,14,3
82156563,7106101205,高一561班,83,390,28,50,33,50,29,4,3,3,3,3,0,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,18,11,4
82156593,7106100728,高一561班,83,390,28,45,38,45,34,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,0,0,2,2,20,14,4
82156604,7106100636,高一565班,83,390,27,49,34,49,31,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2,18,13,3
82156615,7106100701,高一570班,83,390,13,53,30,53,27,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,11,3
82156631,7106100334,高一562班,83,390,31,55,28,55,25,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,11,14,3
82158321,7106100820,高一567班,83,390,5,46,37,46,33,4,0,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,15,4
82159527,7105100389,高一557班,83,390,22,52,31,52,29,2,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,18,11,2
82160224,7105100014,高一556班,83,390,24,43,40,43,35,5,3,3,3,3,3,3,0,0,3,2,2,0,2,2,0,2,0,2,2,0,2,2,2,2,20,15,5
82160229,7105100342,高一560班,83,390,4,51,32,51,29,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,13,3
82160767,7106101132,高一567班,83,390,5,47,36,47,33,3,0,3,3,3,3,3,3,0,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,20,13,3
82161113,7106100915,高一565班,83,390,27,45,38,45,34,4,3,3,3,3,3,3,0,0,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,20,14,4
82161556,7105100082,高一550班,83,390,31,53,30,53,26,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,10,16,4
82162831,7105100292,高一553班,83,390,22,46,37,46,33,4,0,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,15,4
82164317,7106100138,高一570班,83,390,13,52,31,52,27,4,3,3,3,3,3,3,3,0,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,14,13,4
82164325,7106100539,高一566班,83,390,3,51,32,51,27,5,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,14,13,5
82164688,7106100537,高一569班,83,390,15,49,34,49,31,3,3,3,3,3,3,3,3,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,18,13,3
82164711,7106100840,高一568班,83,390,19,46,37,46,33,4,3,3,3,3,3,3,3,0,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,15,4
82165019,7106100922,高一562班,83,390,31,48,35,48,32,3,3,3,3,3,3,3,3,0,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,18,14,3
82165032,7106101004,高一564班,83,390,11,51,32,51,27,5,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,11,5
82165055,7106100107,高一562班,83,390,31,49,34,49,30,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,0,0,2,2,14,16,4
82165059,7106100227,高一564班,83,390,11,53,30,53,30,0,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,16,14,0
82165721,7106100739,高一563班,83,390,19,53,30,53,27,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,12,15,3
82165727,7106100630,高一561班,83,390,28,48,35,48,31,4,0,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,18,13,4
82165740,7106101005,高一563班,83,390,19,53,30,53,26,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,16,10,4
82165754,7106100716,高一564班,83,390,11,50,33,50,29,4,3,3,3,3,0,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,18,11,4
82166192,7105100061,高一552班,83,390,41,53,30,53,26,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,10,16,4
82166215,7105100459,高一557班,83,390,22,49,34,49,30,4,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,0,2,2,0,2,2,2,14,16,4
82166608,7106100706,高一570班,83,390,13,51,32,51,28,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,14,14,4
82166624,7106100713,高一565班,83,390,27,51,32,51,29,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,13,3
82167435,7105100343,高一560班,83,390,4,55,28,55,25,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,14,11,3
82167468,7105100246,高一554班,83,390,17,51,32,51,27,5,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,14,13,5
82168051,7105100165,高一555班,83,390,22,47,36,47,32,4,3,3,3,3,0,0,3,3,3,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,18,14,4
82168064,7105100033,高一551班,83,390,39,46,37,46,32,5,3,3,3,3,3,3,3,0,3,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,16,5
82170534,7105100282,高一560班,83,390,4,49,34,49,29,5,3,3,3,3,3,3,3,3,3,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,18,11,5
82170545,7105100481,高一558班,83,390,8,53,30,53,26,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,16,10,4
82295980,7106101131,高一568班,83,390,19,49,34,49,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,16,14,4
82478586,-,高一566班,83,390,3,53,30,53,27,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,14,13,3
82145519,7106101138,高一563班,82,431,21,49,33,49,30,3,3,3,3,3,3,3,3,3,3,0,2,0,2,2,2,0,2,0,2,2,2,2,2,2,16,14,3
82150387,7106100419,高一570班,82,431,16,47,35,47,32,3,3,3,3,3,3,3,0,0,3,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,16,16,3
82150412,7106101210,高一561班,82,431,31,47,35,47,32,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,0,0,2,2,2,2,2,2,18,14,3
82156559,7106101211,高一561班,82,431,31,47,35,47,31,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,0,2,2,2,16,15,4
82156589,7106100807,高一561班,82,431,31,48,34,48,30,4,3,0,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,14,4
82158337,7106100330,高一568班,82,431,21,49,33,49,31,2,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,14,17,2
82159541,7105100448,高一555班,82,431,23,44,38,44,34,4,3,3,3,3,3,3,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,18,16,4
82159546,7105100301,高一555班,82,431,23,46,36,46,32,4,3,0,3,3,3,3,3,3,3,2,2,0,2,0,0,2,2,2,2,2,2,0,2,2,16,16,4
82160220,7105100325,高一556班,82,431,25,50,32,50,28,4,3,3,0,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,12,4
82160231,7105100415,高一556班,82,431,25,49,33,49,29,4,3,3,3,3,3,3,0,0,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,16,13,4
82161069,7106100225,高一562班,82,431,34,50,32,50,31,1,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,16,15,1
82161132,7106100721,高一564班,82,431,16,46,36,46,31,5,3,0,3,3,3,3,3,3,3,2,2,0,2,2,2,2,0,0,2,2,0,2,2,2,18,13,5
82161139,7106100112,高一565班,82,431,30,53,29,53,26,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,14,12,3
82161147,7106100505,高一565班,82,431,30,49,33,49,30,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,18,12,3
82161527,7105100369,高一550班,82,431,32,46,36,46,32,4,3,3,3,0,3,3,3,3,3,0,2,2,0,2,0,2,2,0,2,2,2,2,2,2,18,14,4
82161571,7105100047,高一552班,82,431,42,50,32,50,28,4,3,3,3,3,3,3,3,3,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,12,16,4
82162565,7105100422,高一559班,82,431,9,46,36,46,34,2,0,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,2,0,2,2,20,14,2
82162586,7105100449,高一560班,82,431,7,51,31,51,28,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,16,12,3
82162591,7105100234,高一559班,82,431,9,46,36,46,32,4,0,3,3,3,3,3,3,3,3,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,18,14,4
82162839,7105100273,高一558班,82,431,10,50,32,50,28,4,3,3,3,0,3,3,3,3,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,16,12,4
82162858,7105100274,高一553班,82,431,23,51,31,51,27,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,16,11,4
82164324,7106100523,高一567班,82,431,7,49,33,49,30,3,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,20,10,3
82164410,7105100211,高一557班,82,431,24,53,29,53,25,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,12,13,4
82164417,7105100024,高一556班,82,431,25,53,29,53,24,5,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,10,14,5
82164696,7106100222,高一568班,82,431,21,55,27,55,23,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,16,7,4
82165027,7106100910,高一561班,82,431,31,46,36,46,32,4,3,3,3,3,3,3,3,3,0,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,16,4
82165034,7106100405,高一564班,82,431,16,48,34,48,30,4,3,3,3,3,3,3,3,0,3,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,14,16,4
82165050,7106101115,高一563班,82,431,21,51,31,51,28,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,16,12,3
82165064,7106100839,高一567班,82,431,7,49,33,49,29,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,16,13,4
82165712,7106101032,高一565班,82,431,30,50,32,50,29,3,3,3,3,3,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,14,15,3
82165725,7106100725,高一563班,82,431,21,48,34,48,31,3,3,3,3,3,3,3,3,0,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,18,13,3
82166196,7105100071,高一552班,82,431,42,53,29,53,26,3,3,3,3,3,3,3,3,3,3,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,10,16,3
82166198,7105100168,高一553班,82,431,23,49,33,49,29,4,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,13,4
82166219,7105100362,高一554班,82,431,18,48,34,48,30,4,3,3,3,3,3,3,3,0,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,14,16,4
82166610,7106100616,高一563班,82,431,21,53,29,53,26,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,16,10,3
82166618,7106100121,高一569班,82,431,17,49,33,49,29,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,0,2,2,2,0,2,2,2,16,13,4
82167438,7105100463,高一554班,82,431,18,52,30,52,27,3,0,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,11,3
82167439,7105100386,高一554班,82,431,18,44,38,44,34,4,3,3,3,3,3,3,3,3,0,0,2,0,2,2,2,2,2,0,2,2,0,2,2,0,18,16,4
82167452,7105100291,高一554班,82,431,18,50,32,50,28,4,0,3,3,3,3,3,3,3,3,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,12,16,4
82167454,7105100530,高一552班,82,431,42,49,33,49,30,3,3,3,3,3,3,3,3,3,3,0,2,0,0,2,2,2,2,2,2,2,2,0,2,2,16,14,3
82167460,7105100516,高一557班,82,431,24,49,33,49,29,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,0,2,2,0,2,2,2,16,13,4
82167844,7106101235,高一567班,82,431,7,51,31,51,28,3,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,12,3
82168046,7105100195,高一553班,82,431,23,48,34,48,30,4,3,0,3,3,3,3,3,3,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,16,14,4
82145522,7105100314,高一553班,81,474,26,46,35,46,31,4,3,3,3,3,3,3,3,0,3,2,2,0,0,2,2,2,2,2,2,2,0,0,2,2,16,15,4
82153603,7105100139,高一555班,81,474,25,49,32,49,29,3,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,2,2,2,2,0,2,2,2,16,13,3
82153676,7105100309,高一560班,81,474,8,46,35,46,31,4,0,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2,16,15,4
82156578,7106100714,高一561班,81,474,35,51,30,51,25,5,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,14,11,5
82156585,7106100436,高一561班,81,474,35,48,33,48,28,5,3,3,3,3,3,3,3,3,0,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,14,14,5
82156597,7106100626,高一561班,81,474,35,47,34,47,31,3,3,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,2,0,2,2,18,13,3
82157802,7106100731,高一562班,81,474,35,41,40,41,36,4,3,3,3,3,3,3,0,0,3,2,2,0,0,2,0,2,2,0,2,2,2,0,2,2,20,16,4
82158291,7106100625,高一565班,81,474,33,52,29,52,26,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,14,12,3
82158334,7106100140,高一565班,81,474,33,49,32,49,29,3,0,0,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,12,17,3
82159386,7105100153,高一555班,81,474,25,49,32,49,28,4,3,3,3,3,3,3,3,3,3,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,14,14,4
82159528,7105100432,高一555班,81,474,25,47,34,47,30,4,3,0,3,3,0,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,18,12,4
82160250,7105100332,高一557班,81,474,26,47,34,47,32,2,3,3,3,3,3,3,3,3,3,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,18,14,2
82160472,7105100248,高一554班,81,474,22,46,35,46,31,4,0,3,3,3,3,3,3,3,3,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,16,15,4
82160475,7105100041,高一554班,81,474,22,47,34,47,30,4,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,2,2,2,2,2,2,0,2,2,16,14,4
82160476,7105100447,高一554班,81,474,22,47,34,47,30,4,3,3,3,3,3,3,3,3,3,2,2,0,2,2,0,2,2,0,0,2,2,0,2,2,16,14,4
82160775,7105100022,高一550班,81,474,33,45,36,45,32,4,3,3,3,3,0,3,0,3,3,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,16,16,4
82161072,7106101310,高一564班,81,474,18,47,34,47,30,4,0,3,3,3,3,3,3,0,3,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,14,16,4
